age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,1,1,1,0,-1400,1,0,1,6,8,309,3,355,4,0,0
36,1,1,0,0,1177,0,0,0,15,0,330,1,311,4,2,1
46,0,1,1,0,22,1,0,0,7,1,414,4,-1,0,3,0
35,9,2,1,0,5731,1,0,0,4,8,164,2,167,4,1,0
51,1,0,1,0,78,1,0,2,27,8,723,2,-1,0,3,0
47,1,1,1,0,2548,1,0,0,11,8,577,1,368,1,1,0
58,1,1,0,0,309,0,0,0,19,1,156,2,-1,0,3,0
59,5,0,1,0,5845,0,0,0,14,8,1060,2,-1,0,3,1
52,1,1,1,0,2087,1,0,0,31,1,267,1,474,1,0,1
47,7,2,3,0,1784,0,0,0,19,10,385,2,-1,0,3,1
37,9,2,2,0,3315,1,0,0,9,0,820,2,-1,0,3,0
50,1,0,1,0,203,1,0,1,19,9,265,1,127,4,1,0
28,0,2,1,0,4745,0,0,1,12,8,360,1,181,5,2,1
31,7,2,1,0,469,0,1,0,2,3,111,1,-1,0,3,0
26,7,2,1,0,209,1,0,0,22,5,319,2,-1,0,3,0
32,9,2,2,0,5514,0,0,0,22,0,319,1,182,1,2,1
41,4,1,2,0,3872,0,0,0,15,10,231,1,-1,0,3,0
33,2,1,1,0,-118,1,1,2,27,8,421,3,-1,0,3,0
54,0,1,1,0,0,0,0,0,28,4,161,1,98,2,0,1
54,4,0,2,0,7010,0,0,0,11,7,275,2,-1,0,3,0
49,10,1,2,0,-471,1,0,0,20,9,77,3,185,7,0,0
34,0,1,1,0,79,1,0,2,23,8,83,1,-1,0,3,0
27,8,2,2,0,5291,0,0,0,12,9,192,2,92,2,0,1
35,4,2,2,0,2486,1,0,0,25,8,265,1,-1,0,3,0
26,1,1,1,0,115,1,0,2,4,5,46,3,-1,0,3,0
38,9,1,1,0,1960,1,0,0,21,1,161,2,-1,0,3,0
39,1,1,1,0,1367,0,0,2,12,6,43,1,-1,0,3,0
33,9,1,1,0,575,0,1,0,4,3,254,2,-1,0,3,0
49,9,1,2,0,1843,1,0,0,25,8,269,1,-1,0,3,0
43,6,1,2,0,64,0,0,2,6,6,230,2,-1,0,3,0
33,4,0,1,0,106,0,0,0,20,1,175,3,-1,0,3,0
53,1,1,1,0,70,1,0,2,5,8,611,2,-1,0,3,0
41,0,0,1,0,1088,1,0,0,28,4,138,1,-1,0,3,0
31,9,1,1,0,251,0,1,0,29,1,156,2,-1,0,3,0
58,1,1,1,0,-27,0,1,1,31,5,77,13,-1,0,3,0
30,4,2,2,0,-218,1,0,0,27,1,13,15,-1,0,3,0
28,1,1,0,0,702,1,0,2,26,6,318,2,-1,0,3,0
35,1,2,1,0,0,1,0,0,16,0,1174,1,345,4,1,1
58,4,1,2,0,16264,0,0,1,17,9,215,3,-1,0,3,0
46,0,2,1,0,1693,1,0,0,25,4,137,1,97,1,2,0
36,4,0,2,0,3611,1,0,2,4,6,347,3,-1,0,3,0
48,7,2,0,0,1499,1,0,0,12,8,17,7,-1,0,3,0
57,4,1,1,0,139,0,0,0,17,1,80,1,-1,0,3,0
44,0,0,1,0,432,0,0,0,9,3,132,3,-1,0,3,0
30,0,1,1,0,11,1,0,0,11,8,157,1,-1,0,3,0
34,1,1,0,0,351,0,1,0,14,5,326,11,-1,0,3,0
29,0,2,1,0,1992,0,0,0,8,5,202,1,87,2,0,0
28,0,2,1,0,1323,1,0,2,3,6,361,1,-1,0,3,0
33,9,0,1,1,-305,0,1,2,9,8,109,1,-1,0,3,0
41,0,2,1,0,1020,1,0,2,19,8,882,1,-1,0,3,1
31,4,2,2,0,874,1,0,0,18,9,190,2,-1,0,3,0
42,4,0,3,0,7702,0,0,0,16,3,138,2,-1,0,3,1
57,4,1,3,0,0,0,0,0,30,11,585,1,-1,0,3,0
49,4,0,2,0,2370,1,1,2,17,9,56,1,103,2,1,0
29,4,2,2,0,437,0,0,0,5,1,504,1,92,1,2,1
29,6,1,1,0,-76,1,0,2,27,8,305,2,-1,0,3,0
25,1,2,1,0,913,1,0,0,7,5,113,4,-1,0,3,0
34,7,1,1,0,0,1,0,0,14,5,78,4,-1,0,3,0
56,0,1,1,0,16873,0,0,0,7,10,223,1,-1,0,3,0
54,11,1,1,0,1157,0,0,0,26,8,98,2,-1,0,3,0
38,1,1,1,0,-388,1,0,2,9,8,412,1,-1,0,3,0
35,4,1,2,0,3161,0,0,0,8,1,433,2,-1,0,3,0
34,1,2,1,0,79,0,1,0,20,9,104,1,-1,0,3,0
49,7,1,1,0,280,1,0,1,14,5,162,3,-1,0,3,0
70,5,1,2,0,15834,0,0,0,5,0,172,3,186,1,0,0
30,7,1,1,0,699,1,0,2,29,8,544,1,-1,0,3,0
37,0,1,1,0,1123,0,1,2,28,8,138,1,-1,0,3,0
43,2,1,1,0,59,0,0,2,13,8,437,2,-1,0,3,0
43,7,0,1,0,0,0,0,0,31,5,106,4,-1,0,3,0
36,1,2,1,0,340,0,1,2,16,6,559,3,-1,0,3,0
64,5,1,1,0,1574,0,0,1,29,5,301,3,-1,0,3,1
36,4,2,2,0,876,1,0,2,23,8,241,2,-1,0,3,0
46,4,2,2,0,334,1,0,1,4,8,36,6,90,2,1,0
35,4,2,2,0,2975,0,0,0,8,1,249,2,-1,0,3,0
37,0,2,1,0,781,0,0,0,20,1,75,1,-1,0,3,0
30,4,2,2,0,2,0,0,0,16,6,102,1,85,1,0,0
36,0,1,1,0,4280,0,0,2,19,6,227,6,-1,0,3,0
53,9,1,2,0,3177,0,0,0,8,1,92,2,-1,0,3,0
60,4,1,0,0,252,1,1,0,13,0,123,2,147,3,0,0
63,5,1,1,0,2747,0,0,0,11,11,113,1,80,1,0,0
30,7,2,1,0,0,1,0,0,18,8,131,6,363,9,0,0
45,1,0,0,0,942,0,0,0,21,9,362,1,-1,0,3,0
32,1,2,1,0,1670,1,0,0,18,8,183,1,-1,0,3,0
66,4,1,2,0,1048,1,0,0,23,6,971,2,-1,0,3,0
59,4,1,2,0,1881,0,0,0,19,9,456,2,-1,0,3,0
44,1,1,0,0,134,1,0,0,7,8,378,1,-1,0,3,0
50,4,1,1,0,732,0,0,0,7,0,736,7,-1,0,3,0
41,0,1,1,0,2993,1,0,0,22,5,24,12,-1,0,3,0
30,9,2,1,0,3107,1,0,2,3,6,1516,2,-1,0,3,0
54,4,0,2,0,1295,1,0,0,21,5,179,10,-1,0,3,0
49,7,1,1,0,2201,1,0,2,15,8,233,3,-1,0,3,0
39,1,1,1,0,293,1,0,2,23,8,160,3,-1,0,3,0
31,4,1,2,0,1224,1,1,0,24,5,1441,2,-1,0,3,1
34,4,2,2,0,318,1,0,2,9,8,133,2,-1,0,3,0
35,7,1,1,0,1453,1,0,2,28,8,199,1,-1,0,3,0
49,3,1,2,0,443,0,0,0,8,1,27,6,-1,0,3,0
27,1,1,1,0,2171,1,0,0,16,0,130,1,323,1,1,0
47,3,1,0,0,0,0,0,0,10,1,1225,2,-1,0,3,0
54,1,1,1,0,448,1,1,0,5,1,98,1,-1,0,3,0
43,9,1,1,0,17,1,0,2,16,8,353,4,-1,0,3,0
52,4,1,2,0,1944,1,0,0,15,0,238,3,323,2,0,0
34,4,2,2,0,4348,1,0,0,28,1,373,8,-1,0,3,0
46,7,1,1,0,0,1,0,0,22,6,154,1,124,1,1,0
53,2,1,2,0,2289,1,1,0,17,9,183,1,-1,0,3,0
45,7,1,1,0,0,0,1,0,8,5,47,7,-1,0,3,0
57,9,0,1,0,63,1,0,2,5,8,242,1,-1,0,3,0
39,7,1,1,0,124,1,0,0,31,5,81,5,-1,0,3,0
33,1,2,1,0,-320,0,0,0,18,8,268,2,-1,0,3,0
58,5,0,2,0,264,1,1,0,8,5,523,3,-1,0,3,0
57,5,1,2,0,0,1,1,2,28,8,648,1,-1,0,3,1
37,7,1,1,0,4760,1,0,0,20,9,187,2,-1,0,3,0
38,4,1,2,0,12877,0,0,2,17,6,118,3,-1,0,3,0
35,0,1,0,0,189,1,0,0,11,8,95,1,-1,0,3,0
52,2,1,0,0,592,0,0,0,21,5,122,2,-1,0,3,0
51,1,1,0,0,42,1,0,0,12,8,51,2,342,3,0,0
32,4,2,2,0,577,0,0,0,7,1,101,2,-1,0,3,0
26,0,2,2,0,3672,1,0,2,29,8,360,5,-1,0,3,0
70,5,1,1,0,2815,0,0,0,26,0,125,2,182,1,0,0
34,4,1,2,0,0,0,0,0,20,1,263,2,-1,0,3,0
53,0,1,1,0,263,0,1,0,18,5,143,7,-1,0,3,0
35,0,2,1,0,847,1,0,0,11,8,85,2,-1,0,3,0
49,1,1,1,0,322,0,0,0,14,1,356,2,-1,0,3,0
28,1,0,3,0,101,1,0,2,28,8,126,4,-1,0,3,0
41,1,1,0,0,389,1,0,2,16,6,87,6,-1,0,3,0
27,6,2,1,0,50,0,0,0,29,4,168,1,-1,0,3,0
42,9,0,1,0,0,1,0,2,30,8,115,6,-1,0,3,0
28,0,1,1,0,-97,1,0,0,29,4,79,1,225,2,2,0
42,8,1,3,0,-7,0,0,1,31,5,41,6,-1,0,3,0
58,3,1,1,0,2705,0,0,1,14,1,137,1,-1,0,3,0
44,6,1,1,0,313,0,0,0,6,1,211,4,-1,0,3,0
30,1,1,0,0,1317,1,0,2,21,8,395,2,-1,0,3,0
31,4,2,2,0,574,1,0,0,16,5,410,2,-1,0,3,0
42,1,1,1,0,-921,1,0,2,26,8,115,2,-1,0,3,0
32,1,1,1,0,1148,1,0,0,20,0,121,1,-1,0,3,0
53,9,1,1,0,719,1,0,2,14,8,230,1,-1,0,3,0
41,2,0,1,0,1588,1,1,2,20,6,10,8,-1,0,3,0
35,9,1,1,0,251,1,1,2,1,5,128,3,-1,0,3,0
33,1,1,1,0,285,0,1,2,3,5,267,1,-1,0,3,0
44,10,1,2,0,178,0,0,0,8,1,126,2,-1,0,3,0
30,9,1,2,0,569,0,0,0,27,1,976,12,-1,0,3,1
56,9,1,1,0,359,1,0,2,6,6,220,4,-1,0,3,0
35,3,1,2,0,1265,1,0,0,15,8,326,5,179,4,0,1
32,9,2,2,0,13711,1,0,0,14,8,638,1,175,3,2,0
28,0,1,1,0,12,1,0,0,30,4,73,3,256,3,1,0
40,4,1,2,0,0,0,0,0,14,5,109,8,-1,0,3,0
60,4,1,0,0,4895,0,0,2,9,6,313,1,-1,0,3,0
32,7,2,1,0,473,1,0,0,7,5,624,5,-1,0,3,0
29,4,2,2,0,15459,0,0,0,26,8,245,3,97,7,2,0
49,6,1,1,0,358,1,1,2,13,8,176,3,-1,0,3,0
56,0,0,1,0,3337,1,0,1,17,9,99,3,-1,0,3,0
38,1,0,1,0,595,1,0,0,7,8,245,3,-1,0,3,0
31,9,1,2,0,636,1,0,0,4,8,352,4,-1,0,3,1
56,7,1,1,0,-229,0,1,0,23,5,55,10,-1,0,3,0
55,1,1,0,0,145,0,0,1,2,3,59,3,5,2,1,0
35,4,0,2,0,434,1,0,0,11,8,277,1,271,2,2,0
28,8,2,1,0,0,1,0,2,15,8,133,3,-1,0,3,0
80,5,1,0,0,1548,0,0,0,6,1,331,2,-1,0,3,0
31,0,1,1,0,3,1,0,0,28,5,37,12,-1,0,3,0
32,1,1,1,0,300,0,0,0,6,3,166,2,-1,0,3,0
33,6,1,1,0,215,1,0,0,29,5,543,12,-1,0,3,0
45,1,2,1,0,0,1,0,0,26,0,1472,1,192,4,0,1
35,1,0,1,0,275,0,1,0,10,5,144,5,-1,0,3,0
41,9,1,2,0,13,0,0,2,5,6,189,2,-1,0,3,0
43,9,1,1,0,0,0,1,0,8,8,9,2,172,5,0,0
33,1,1,0,0,1165,1,0,2,21,8,420,2,-1,0,3,0
47,2,1,2,0,459,1,0,0,29,5,189,4,-1,0,3,0
58,4,0,2,0,1533,0,0,2,15,8,137,2,-1,0,3,0
51,6,1,1,1,34,0,1,0,7,5,200,1,-1,0,3,0
49,1,1,0,0,305,1,1,1,10,5,834,10,-1,0,3,0
28,4,1,2,0,3694,0,1,0,8,5,70,2,-1,0,3,0
36,9,1,2,0,0,0,0,0,22,1,147,2,-1,0,3,0
45,1,1,1,0,4022,1,0,0,29,4,244,3,-1,0,3,0
27,4,2,2,0,0,1,0,0,30,4,323,4,-1,0,3,0
58,5,0,3,0,5920,1,0,0,23,5,255,1,-1,0,3,0
38,4,1,2,0,950,0,0,0,5,1,210,2,-1,0,3,0
42,4,1,1,0,2416,1,0,2,20,8,138,4,-1,0,3,0
39,4,1,2,0,278,0,1,0,28,5,60,3,-1,0,3,0
50,1,1,0,0,8139,1,0,0,18,1,256,6,-1,0,3,0
53,4,1,0,0,995,0,0,0,4,3,200,3,-1,0,3,0
53,1,1,0,0,238,1,0,0,11,8,238,2,361,5,0,0
41,4,1,2,0,-29,0,0,0,29,4,41,2,266,2,0,0
40,6,1,1,0,1516,1,1,2,23,8,373,1,-1,0,3,0
57,3,1,1,0,0,0,0,0,22,1,197,2,-1,0,3,0
51,3,1,3,0,21244,0,1,0,4,1,166,2,-1,0,3,0
46,1,1,0,0,143,1,0,2,7,8,279,1,-1,0,3,0
48,9,1,2,0,310,0,0,2,6,8,135,1,-1,0,3,0
25,0,2,2,0,760,1,0,0,27,8,223,3,89,2,0,1
50,7,1,1,0,26394,0,0,0,25,1,206,4,-1,0,3,0
45,1,1,1,0,784,1,1,2,3,6,34,1,-1,0,3,0
48,1,1,1,0,1159,1,1,0,15,8,1181,9,-1,0,3,0
32,7,1,1,0,61,1,0,0,8,5,529,5,-1,0,3,0
36,1,1,0,0,0,1,0,0,18,9,618,2,-1,0,3,0
46,1,1,0,0,147,1,0,0,6,8,116,2,169,3,0,0
52,4,1,2,0,0,1,0,0,9,5,197,1,-1,0,3,0
35,0,1,1,1,0,0,1,2,4,5,105,3,-1,0,3,0
43,1,0,0,0,49,1,0,2,9,8,100,1,-1,0,3,0
31,6,2,1,0,203,0,1,0,19,9,177,1,-1,0,3,0
39,4,1,2,0,2763,1,0,2,2,6,526,2,-1,0,3,1
35,7,1,1,0,128,1,0,0,12,8,136,1,-1,0,3,0
45,1,1,1,0,827,1,0,2,15,8,319,5,-1,0,3,0
43,1,1,1,0,130,0,0,0,5,8,156,1,337,3,0,0
31,9,2,1,0,35,0,1,0,16,5,229,1,-1,0,3,0
29,6,2,1,0,3672,1,1,2,28,8,1210,1,-1,0,3,0
34,4,2,2,0,872,1,0,2,7,8,105,2,-1,0,3,0
34,0,1,1,0,613,1,0,0,4,6,80,1,-1,0,3,0
31,6,2,1,0,360,1,0,2,26,8,592,4,-1,0,3,0
51,7,0,1,0,518,1,0,1,17,9,76,1,-1,0,3,0
44,1,1,0,0,271,1,1,2,9,8,94,1,-1,0,3,0
45,1,1,0,0,185,1,0,0,29,4,249,3,-1,0,3,0
58,9,1,2,0,883,0,0,0,18,1,543,1,78,2,0,0
37,4,1,2,0,0,0,0,0,11,7,129,4,107,2,0,0
40,6,0,1,0,1876,0,1,2,20,6,269,1,-1,0,3,0
48,9,1,1,0,1526,0,0,0,6,1,273,2,-1,0,3,0
38,0,1,1,0,1852,1,0,0,15,8,298,2,-1,0,3,0
38,9,2,2,0,2273,1,0,0,17,0,222,1,-1,0,3,0
60,1,1,0,0,1472,0,0,2,20,6,36,4,-1,0,3,0
43,2,1,2,0,13342,1,0,0,18,9,465,1,-1,0,3,0
39,7,1,1,0,0,1,0,2,20,8,793,2,-1,0,3,0
56,0,0,1,1,-435,1,1,2,9,8,185,2,-1,0,3,0
38,1,1,0,0,168,1,1,1,13,8,212,3,-1,0,3,0
53,11,1,3,0,13,0,0,1,28,4,69,1,-1,0,3,0
38,1,0,1,0,0,1,0,0,11,8,580,1,173,1,0,0
37,2,2,1,0,654,0,0,2,19,8,594,2,-1,0,3,0
47,7,1,1,0,3333,1,1,0,29,5,114,2,-1,0,3,0
53,9,1,2,0,6072,0,1,2,16,6,226,4,-1,0,3,0
55,2,0,2,0,0,0,0,2,6,6,108,2,-1,0,3,0
33,1,1,0,0,191,1,0,2,9,8,162,2,-1,0,3,0
32,4,2,2,0,12607,0,0,0,14,1,203,5,84,1,0,0
41,4,1,2,0,2885,0,0,0,19,9,40,1,-1,0,3,0
27,1,2,1,0,23,0,0,0,26,3,590,2,-1,0,3,0
29,4,2,2,0,1026,0,0,0,12,9,226,1,92,1,1,1
32,9,0,2,0,267,0,0,0,26,8,128,1,-1,0,3,0
39,9,1,1,0,-735,1,0,0,30,4,144,5,248,2,0,0
41,4,1,2,0,4824,0,1,0,18,5,168,7,-1,0,3,0
35,2,2,2,0,145,1,0,0,18,5,799,2,-1,0,3,1
36,6,1,1,0,189,1,0,0,19,9,136,1,120,1,0,0
39,4,1,1,0,1072,1,0,2,27,8,1168,2,-1,0,3,0
39,4,0,2,0,3575,0,1,0,18,1,74,3,-1,0,3,0
62,4,1,2,0,0,0,0,0,13,10,78,3,-1,0,3,0
49,4,1,0,0,3371,0,0,0,11,9,269,2,-1,0,3,1
53,1,1,1,0,65,0,0,0,28,1,25,18,-1,0,3,0
48,4,0,2,0,541,1,0,0,14,8,72,1,363,2,1,0
24,7,1,2,0,0,1,0,2,27,8,299,1,-1,0,3,0
49,1,1,0,0,0,1,1,1,23,5,97,6,-1,0,3,0
53,0,2,1,0,2398,1,0,0,2,1,317,1,180,2,0,1
27,0,2,1,0,15,0,1,0,21,5,177,1,-1,0,3,0
42,2,1,0,0,149,0,0,0,20,1,94,2,-1,0,3,0
55,5,1,0,0,8894,0,0,2,11,6,262,1,-1,0,3,0
45,1,1,0,0,907,0,0,0,18,1,230,8,-1,0,3,0
59,7,1,1,0,204,0,0,0,23,5,286,2,-1,0,3,0
83,5,1,1,0,0,0,0,0,18,7,140,10,-1,0,3,0
41,1,1,0,0,4,0,0,0,23,5,74,5,-1,0,3,0
30,1,2,1,0,75,1,0,2,16,8,123,1,-1,0,3,0
35,0,2,1,0,0,1,0,0,13,8,1073,1,-1,0,3,1
45,9,1,1,0,-149,1,0,0,14,5,287,2,-1,0,3,0
38,6,2,1,0,1146,1,0,2,21,8,91,2,-1,0,3,0
42,2,0,2,1,2,1,0,2,5,8,380,1,-1,0,3,0
48,4,1,1,0,4415,1,0,0,8,0,1032,3,141,7,0,1
29,6,1,2,0,242,1,0,0,18,5,73,4,-1,0,3,0
46,5,1,0,0,-35,1,0,0,7,8,304,3,-1,0,3,0
41,8,1,1,0,1309,0,0,2,20,6,28,4,-1,0,3,0
32,4,1,2,0,62,1,0,0,14,8,166,1,-1,0,3,0
57,9,1,1,0,6164,0,0,0,19,9,161,2,-1,0,3,0
43,4,1,3,0,5172,1,0,2,29,8,57,3,-1,0,3,0
56,5,1,1,0,-113,1,1,0,12,1,614,2,-1,0,3,0
55,1,0,1,0,1613,1,0,0,3,0,296,1,270,3,0,1
48,4,0,2,0,507,1,0,0,9,0,528,1,-1,0,3,0
33,1,1,1,0,687,1,0,0,14,8,72,2,370,1,0,0
36,7,2,1,0,774,1,0,0,3,3,231,2,259,1,0,0
33,1,2,1,0,22,0,0,0,30,4,76,2,207,1,0,0
50,4,1,2,0,2881,0,0,0,5,1,510,2,2,5,1,0
37,2,1,2,0,4798,1,0,2,20,8,156,2,-1,0,3,0
56,7,1,1,0,705,1,0,2,29,8,151,2,-1,0,3,0
37,1,1,1,0,2023,1,0,0,10,5,214,1,-1,0,3,0
28,6,2,2,0,0,1,0,0,21,5,479,1,-1,0,3,0
42,9,1,1,0,0,0,0,0,29,1,82,12,-1,0,3,0
35,1,0,1,0,0,1,0,2,8,8,477,1,-1,0,3,0
46,1,1,0,0,2749,1,0,0,17,9,332,1,-1,0,3,0
29,10,1,1,0,596,0,0,0,30,4,510,2,-1,0,3,0
33,0,0,1,0,818,1,1,0,16,0,301,3,-1,0,3,0
38,9,2,1,0,-242,1,0,0,18,8,1173,3,278,6,2,1
45,0,1,1,0,-547,1,0,2,3,6,214,2,-1,0,3,0
43,0,1,1,0,-465,1,1,0,23,5,166,1,-1,0,3,0
29,1,1,0,0,200,1,0,2,30,8,322,2,-1,0,3,0
45,1,0,0,0,0,1,0,0,21,5,211,2,-1,0,3,0
30,9,2,2,0,799,1,1,2,6,6,91,18,-1,0,3,0
28,9,2,1,0,2034,1,0,2,21,8,196,1,-1,0,3,0
42,10,0,1,0,759,0,0,0,28,4,97,1,169,3,0,0
40,4,2,2,0,0,0,0,0,26,1,58,7,-1,0,3,0
31,9,2,1,0,433,0,0,0,11,1,1504,2,-1,0,3,0
76,5,1,0,0,2590,0,0,1,9,3,68,12,-1,0,3,0
38,7,0,1,0,792,0,0,2,6,6,430,1,-1,0,3,0
37,7,1,1,0,0,1,1,0,31,5,187,2,-1,0,3,0
51,9,1,0,0,1550,0,0,2,20,6,12,5,-1,0,3,0
39,9,1,1,0,6,1,0,0,18,8,122,3,357,4,0,0
54,3,0,1,0,1327,0,0,2,5,6,115,2,-1,0,3,0
48,9,0,1,1,20,0,0,0,27,1,145,3,-1,0,3,0
26,0,1,2,0,2855,0,0,0,30,7,52,3,-1,0,3,0
24,1,2,3,0,431,1,0,2,3,6,108,12,-1,0,3,0
36,4,2,2,0,442,1,1,0,29,5,102,3,-1,0,3,0
48,9,1,2,0,0,0,0,1,26,1,176,15,-1,0,3,0
37,3,1,0,0,189,0,0,0,8,1,148,4,-1,0,3,0
45,9,1,1,0,1415,1,0,0,24,5,311,1,-1,0,3,0
28,7,2,1,0,198,0,0,0,5,5,128,2,-1,0,3,1
52,4,1,2,0,6922,0,0,0,20,9,371,1,-1,0,3,0
28,6,2,2,0,442,0,0,0,19,6,474,3,95,3,1,1
45,4,1,2,0,6945,0,0,0,5,1,131,5,356,3,0,0
53,2,1,0,0,27,1,0,1,10,11,230,3,-1,0,3,1
31,0,1,1,0,0,1,1,0,18,9,79,3,-1,0,3,0
34,0,2,1,0,663,1,0,0,20,0,111,1,-1,0,3,0
45,2,1,0,0,2418,1,0,2,14,8,120,1,-1,0,3,0
36,2,2,1,0,475,0,0,0,25,5,141,3,-1,0,3,0
53,9,0,0,0,7290,1,0,2,30,8,153,1,-1,0,3,0
54,7,1,1,0,812,0,0,0,31,5,113,6,-1,0,3,0
39,0,2,1,0,14,1,1,2,13,8,19,9,-1,0,3,0
30,1,1,0,0,1,1,1,1,22,5,80,2,-1,0,3,0
30,9,2,1,0,102,1,0,2,7,8,614,2,-1,0,3,0
24,1,1,1,0,-220,1,0,0,2,0,90,1,-1,0,3,0
40,7,1,1,0,1836,1,0,0,12,8,750,2,-1,0,3,1
59,1,1,1,0,681,1,0,1,14,0,427,2,-1,0,3,0
55,7,1,1,0,96,0,0,1,30,5,340,2,-1,0,3,0
57,4,1,1,0,82,0,1,1,4,3,140,1,-1,0,3,0
48,4,1,2,0,363,0,0,0,18,9,67,1,-1,0,3,0
42,6,1,1,0,97,0,0,0,10,5,108,2,-1,0,3,0
43,4,1,2,0,1188,0,0,0,27,8,140,2,-1,0,3,0
60,5,1,1,0,89,0,0,0,30,0,156,2,-1,0,3,0
59,5,1,1,0,0,0,0,2,5,6,812,1,-1,0,3,1
28,4,2,2,0,2380,0,0,0,14,11,394,2,-1,0,3,0
38,4,1,2,0,76,1,0,0,7,5,196,3,-1,0,3,0
36,4,2,2,0,490,0,0,0,28,1,207,8,98,1,0,1
37,1,1,1,0,1053,0,0,2,16,6,405,3,-1,0,3,0
41,9,1,1,0,0,0,1,0,23,5,107,1,-1,0,3,0
41,9,1,1,0,351,1,0,0,9,5,175,1,-1,0,3,0
32,9,2,2,0,1012,0,0,0,14,0,178,1,-1,0,3,0
33,9,2,1,0,647,1,1,0,4,3,124,1,273,1,1,0
33,4,2,2,0,1240,1,0,0,4,3,505,2,260,1,1,0
57,5,1,0,0,808,0,0,1,7,5,274,1,-1,0,3,0
60,1,1,1,0,1801,0,0,1,29,10,167,1,-1,0,3,0
44,6,0,1,0,80,1,1,2,14,8,387,2,-1,0,3,0
56,4,1,2,0,217,0,1,0,21,5,121,2,-1,0,3,0
31,4,1,2,0,325,1,0,0,18,5,1139,2,-1,0,3,1
48,10,1,1,0,817,0,0,0,14,4,517,1,282,4,2,1
44,4,0,2,0,0,0,0,0,10,1,71,1,-1,0,3,0
38,9,2,2,0,0,1,0,0,1,6,71,1,-1,0,3,0
39,7,0,1,0,687,1,0,0,9,5,869,1,-1,0,3,1
38,4,2,2,0,5244,0,0,0,8,1,310,4,-1,0,3,0
43,1,1,1,0,2160,0,0,0,8,11,261,1,98,1,2,1
35,4,1,1,0,724,1,0,0,14,5,287,2,415,1,0,1
47,9,1,1,0,3973,0,0,0,6,1,732,2,-1,0,3,0
32,4,2,2,0,311,0,0,2,12,8,757,2,-1,0,3,1
50,9,0,3,0,2706,1,0,2,28,8,179,3,-1,0,3,0
40,6,2,2,0,2893,0,0,0,2,6,76,3,-1,0,3,0
43,1,0,0,0,92,1,0,2,15,8,237,2,-1,0,3,0
31,9,2,1,0,102,1,0,1,17,0,460,2,345,2,0,0
33,4,1,2,0,1064,1,0,0,13,8,562,1,-1,0,3,1
55,4,1,0,0,2587,0,0,0,4,11,328,2,94,2,2,1
28,1,1,1,0,64,1,0,2,13,8,160,3,-1,0,3,0
25,0,2,2,0,1420,0,0,0,8,0,124,2,-1,0,3,0
61,5,1,1,0,5207,0,0,0,11,11,336,1,81,2,1,0
31,9,2,1,0,373,0,0,0,22,1,346,5,-1,0,3,0
56,7,0,3,0,1877,1,0,2,30,8,86,1,-1,0,3,0
38,10,1,2,0,1449,0,0,2,26,8,535,6,-1,0,3,0
35,4,1,2,0,8,0,0,0,23,0,93,3,-1,0,3,1
55,4,1,3,0,559,0,0,0,28,4,271,2,-1,0,3,0
48,9,1,1,0,127,0,1,0,7,1,524,5,-1,0,3,0
36,0,2,1,0,1927,1,0,0,18,9,288,1,137,1,1,0
43,9,1,1,0,136,0,0,0,25,1,363,7,-1,0,3,1
57,0,1,1,0,2137,0,0,1,8,5,132,7,-1,0,3,0
34,4,1,2,0,1557,1,1,2,13,8,213,1,-1,0,3,0
32,4,1,2,0,0,0,0,0,19,9,66,1,-1,0,3,0
33,9,1,1,0,181,1,1,1,28,5,265,2,-1,0,3,0
45,1,0,1,0,1269,1,0,0,29,4,549,2,-1,0,3,0
27,7,2,1,0,0,1,0,2,7,8,388,7,-1,0,3,0
40,7,1,1,0,-342,1,0,2,26,8,754,1,-1,0,3,0
52,2,1,2,0,0,0,0,2,19,6,163,3,-1,0,3,0
24,9,2,1,0,-46,1,0,2,19,8,23,1,-1,0,3,0
31,4,2,2,0,112,1,0,0,2,3,159,2,271,1,0,0
51,9,1,1,0,1490,1,0,0,18,5,227,2,-1,0,3,0
50,7,2,1,0,72,0,0,2,8,8,141,2,-1,0,3,0
37,1,1,1,0,342,1,0,0,12,8,340,2,175,1,0,0
52,1,1,3,0,826,1,0,2,15,8,468,2,-1,0,3,0
33,9,2,2,0,125,0,0,1,29,1,66,2,-1,0,3,0
38,9,1,2,0,1161,1,0,2,8,8,665,1,-1,0,3,0
30,1,2,1,0,445,1,0,0,16,0,218,1,330,2,0,0
25,0,2,2,0,220,0,0,0,26,8,68,1,-1,0,3,0
33,3,2,2,0,23663,1,0,0,16,0,199,2,146,2,0,0
34,4,1,2,0,1518,1,0,0,20,9,128,2,-1,0,3,0
41,7,1,1,0,108,1,1,2,13,8,83,7,-1,0,3,0
38,1,1,1,0,1663,1,0,0,13,0,217,3,327,1,0,0
49,0,1,1,0,381,0,0,0,5,1,504,2,-1,0,3,0
34,7,1,1,0,586,1,1,2,8,8,224,2,-1,0,3,0
32,7,2,1,0,-402,1,0,0,17,0,135,1,-1,0,3,0
33,9,1,1,0,9305,1,0,0,17,0,407,2,-1,0,3,0
34,3,1,1,0,0,1,0,2,30,10,154,1,-1,0,3,1
42,9,1,1,0,440,1,0,0,3,3,13,5,-1,0,3,0
